,0
0,829
1,892
2,930
3,542
4,806
5,934
6,982
7,345
8,270
9,335
10,862
11,357
12,107
13,701
14,578
15,11
16,590
17,552
18,135
19,914
20,966
21,350
22,428
23,71
24,285
25,239
26,526
27,521
28,856
29,199
30,947
31,54
32,372
33,805
34,235
35,337
36,770
37,535
38,316
39,970
40,198
41,529
42,431
43,388
44,162
45,467
46,339
47,705
48,271
49,971
50,952
51,297
52,119
53,582
54,139
55,324
56,181
57,765
58,774
59,359
60,468
61,473
62,376
63,714
64,951
65,4
66,399
67,86
68,193
69,974
70,949
71,946
72,362
73,902
74,490
75,883
76,281
77,773
78,31
79,748
80,243
81,416
82,709
83,220
84,927
85,730
86,495
87,168
88,901
89,195
90,556
91,537
92,438
93,312
94,145
95,88
96,869
97,877
98,922
99,411
100,995
101,415
102,545
103,722
104,368
105,466
106,953
107,512
108,267
109,154
110,532
111,347
112,39
113,172
114,325
115,833
116,349
117,125
118,744
119,215
120,813
121,230
122,745
123,567
124,213
125,761
126,999
127,571
128,94
129,84
130,47
131,550
132,306
133,287
134,444
135,834
136,751
137,3
138,940
139,420
140,483
141,214
142,331
143,118
144,12
145,132
146,938
147,828
148,471
149,391
150,594
151,923
152,143
153,865
154,238
155,320
156,100
157,791
158,146
159,499
160,905
161,315
162,197
163,423
164,916
165,800
166,963
167,158
168,903
169,397
170,853
171,191
172,908
173,8
174,259
175,741
176,482
177,223
178,506
179,160
180,304
181,517
182,291
183,254
184,318
185,547
186,204
187,913
188,917
189,394
190,720
191,965
192,593
193,784
194,371
195,704
196,449
197,144
198,211
199,757
200,854
201,760
202,909
203,175
204,417
205,56
206,463
207,435
208,852
209,551
210,985
211,23
212,518
213,75
214,776
215,97
216,173
217,29
218,189
219,924
220,857
221,832
222,931
223,247
224,474
225,69
226,262
227,814
228,881
229,941
230,969
231,169
232,383
233,889
234,405
235,404
236,472
237,381
238,583
239,102
240,497
241,554
242,559
243,43
244,150
245,5
246,321
247,785
248,597
249,114
250,742
251,260
252,711
253,111
254,972
255,177
256,93
257,502
258,419
259,37
260,258
261,283
262,592
263,570
264,363
265,194
266,530
267,888
268,203
269,128
270,450
271,152
272,546
273,469
274,516
275,30
276,764
277,303
278,302
279,46
280,721
281,702
282,207
283,505
284,569
285,170
286,105
287,735
288,400
289,209
290,278
291,236
292,59
293,818
294,990
295,351
296,240
297,246
298,747
299,848
300,398
301,961
302,50
303,871
304,310
305,317
306,845
307,508
308,896
309,911
310,205
311,164
312,66
313,61
314,802
315,884
316,19
317,513
318,366
319,725
320,390
321,792
322,553
323,810
324,503
325,300
326,328
327,769
328,915
329,822
330,716
331,385
332,997
333,600
334,825
335,27
336,919
337,377
338,165
339,443
340,313
341,585
342,272
343,294
344,85
345,491
346,817
347,855
348,898
349,844
350,574
351,91
352,276
353,944
354,440
355,936
356,242
357,939
358,277
359,864
360,575
361,851
362,299
363,932
364,130
365,458
366,858
367,106
368,557
369,782
370,33
371,24
372,937
373,733
374,72
375,186
376,555
377,797
378,378
379,894
380,436
381,229
382,595
383,887
384,488
385,245
386,178
387,863
388,81
389,763
390,409
391,566
392,437
393,374
394,202
395,225
396,288
397,579
398,830
399,353
400,794
401,780
402,269
403,216
404,284
405,772
406,60
407,801
408,101
409,998
410,900
411,295
412,808
413,190
414,706
415,41
416,514
417,430
418,485
419,777
420,964
421,897
422,959
423,494
424,62
425,739
426,929
427,464
428,762
429,329
430,126
431,826
432,781
433,729
434,183
435,364
436,840
437,57
438,989
439,562
440,58
441,477
442,180
443,988
444,124
445,141
446,188
447,140
448,200
449,244
450,208
451,715
452,866
453,153
454,289
455,850
456,510
457,78
458,360
459,996
460,90
461,1
462,26
463,501
464,379
465,788
466,541
467,264
468,523
469,456
470,533
471,710
472,498
473,991
474,414
475,2
476,255
477,872
478,344
479,148
480,476
481,51
482,184
483,174
484,519
485,117
486,507
487,138
488,149
489,334
490,319
491,798
492,187
493,728
494,750
495,819
496,147
497,520
498,131
499,433
500,20
501,746
502,460
503,738
504,439
505,481
506,958
507,395
508,396
509,36
510,332
511,401
512,522
513,206
514,775
515,403
516,524
517,392
518,323
519,500
520,210
521,293
522,980
523,580
524,280
525,382
526,454
527,740
528,252
529,572
530,475
531,35
532,336
533,142
534,352
535,241
536,979
537,880
538,587
539,369
540,367
541,753
542,292
543,356
544,425
545,341
546,48
547,274
548,486
549,348
550,133
551,129
552,268
553,935
554,945
555,322
556,176
557,34
558,890
559,185
560,588
561,45
562,839
563,217
564,846
565,918
566,227
567,73
568,539
569,548
570,326
571,418
572,110
573,256
574,358
575,726
576,68
577,836
578,975
579,461
580,737
581,410
582,754
583,96
584,724
585,389
586,127
587,596
588,448
589,406
590,257
591,885
592,159
593,984
594,538
595,402
596,536
597,731
598,967
599,732
600,766
601,478
602,446
603,265
604,151
605,137
606,455
607,528
608,868
609,263
610,584
611,771
612,116
613,462
614,804
615,330
616,333
617,879
618,708
619,327
620,253
621,983
622,28
623,736
624,465
625,955
626,493
627,370
628,912
629,248
630,442
631,266
632,484
633,823
634,18
635,968
636,63
637,64
638,307
639,957
640,906
641,926
642,192
643,301
644,752
645,40
646,891
647,121
648,492
649,755
650,156
651,978
652,218
653,123
654,340
655,25
656,527
657,849
658,21
659,874
660,470
661,717
662,427
663,886
664,790
665,981
666,87
667,787
668,309
669,32
670,15
671,948
672,221
673,109
674,249
675,942
676,992
677,487
678,756
679,875
680,432
681,907
682,424
683,237
684,108
685,573
686,161
687,558
688,815
689,273
690,727
691,89
692,598
693,79
694,565
695,167
696,560
697,98
698,314
699,835
700,104
701,282
702,112
703,563
704,99
705,525
706,157
707,355
708,67
709,234
710,407
711,954
712,386
713,163
714,275
715,719
716,504
717,17
718,950
719,577
720,599
721,793
722,511
723,962
724,925
725,228
726,882
727,842
728,878
729,824
730,74
731,224
732,122
733,821
734,778
735,564
736,986
737,361
738,589
739,13
740,421
741,222
742,956
743,796
744,531
745,95
746,393
747,42
748,786
749,987
750,586
751,251
752,155
753,115
754,233
755,387
756,212
757,459
758,422
759,83
760,809
761,305
762,219
763,429
764,179
765,960
766,712
767,576
768,718
769,789
770,375
771,166
772,867
773,453
774,120
775,811
776,296
777,743
778,860
779,451
780,279
781,65
782,457
783,767
784,591
785,82
786,9
787,286
788,928
789,899
790,543
791,910
792,734
793,812
794,807
795,338
796,795
797,182
798,70
799,540
800,250
801,441
802,343
803,803
804,994
805,933
806,870
807,783
808,49
