,0
0,802
1,283
2,477
3,878
4,541
5,189
6,193
7,452
8,627
9,431
10,241
11,138
12,378
13,493
14,447
15,933
16,660
17,573
18,236
19,855
20,514
21,939
22,937
23,50
24,104
25,890
26,128
27,555
28,218
29,463
30,479
31,341
32,420
33,484
34,332
35,96
36,824
37,453
38,114
39,902
40,325
41,571
42,505
43,803
44,871
45,586
46,869
47,57
48,375
49,70
50,240
51,838
52,395
53,49
54,553
55,171
56,398
57,383
58,870
59,920
60,559
61,182
62,963
63,82
64,214
65,552
66,557
67,144
68,426
69,544
70,353
71,231
72,399
73,403
74,5
75,845
76,675
77,242
78,474
79,33
80,59
81,995
82,983
83,944
84,597
85,26
86,558
87,280
88,392
89,78
90,409
91,548
92,832
93,298
94,4
95,123
96,510
97,71
98,60
99,277
100,646
101,271
102,954
103,620
104,265
105,137
106,873
107,220
108,886
109,592
110,102
111,529
112,815
113,237
114,686
115,428
116,974
117,111
118,435
119,883
120,867
121,585
122,649
123,28
124,246
125,83
126,66
127,831
128,536
129,305
130,438
131,204
132,253
133,93
134,284
135,601
136,880
137,582
138,941
139,413
140,158
141,990
142,372
143,678
144,619
145,422
146,840
147,233
148,508
149,69
150,274
151,550
152,411
153,441
154,345
155,159
156,641
157,481
158,956
159,150
160,691
161,252
162,617
163,442
164,333
165,316
166,985
167,229
168,868
169,199
170,314
171,924
172,486
173,195
174,460
175,593
176,198
177,530
178,450
179,251
180,61
181,342
182,826
183,136
184,212
185,491
186,844
187,326
188,58
189,257
190,612
191,917
192,173
193,162
194,547
195,36
196,683
197,191
198,88
199,364
200,842
201,561
202,664
203,910
204,988
205,203
206,676
207,695
208,77
209,912
210,860
211,833
212,291
213,178
214,962
215,340
216,380
217,35
218,606
219,903
220,106
221,47
222,858
223,821
224,268
225,478
226,95
227,651
228,258
229,201
230,385
231,614
232,99
233,506
234,819
235,626
236,354
237,334
238,166
239,126
240,147
241,577
242,210
243,168
244,324
245,434
246,376
247,309
248,532
249,134
250,608
251,980
252,911
253,809
254,142
255,338
256,953
257,596
258,687
259,225
260,914
261,270
262,633
263,677
264,302
265,185
266,331
267,368
268,132
269,245
270,260
271,690
272,475
273,813
274,900
275,877
276,15
277,918
278,970
279,430
280,164
281,613
282,951
283,181
284,320
285,232
286,64
287,471
288,256
289,969
290,632
291,639
292,366
293,356
294,630
295,469
296,972
297,834
298,103
299,287
300,312
301,628
302,905
303,694
304,655
305,18
306,9
307,662
308,925
309,223
310,407
311,410
312,303
313,209
314,637
315,684
316,961
317,219
318,135
319,234
320,170
321,500
322,91
323,927
324,459
325,906
326,308
327,696
328,12
329,816
330,663
331,67
332,98
333,661
334,167
335,805
336,448
337,397
338,16
339,698
340,656
341,146
342,377
343,328
344,117
345,300
346,290
347,349
348,973
349,76
350,935
351,581
352,360
353,947
354,120
355,350
356,908
357,86
358,451
359,476
360,281
361,417
362,140
363,336
364,192
365,822
366,337
367,243
368,685
369,458
370,44
371,535
372,216
373,526
374,625
375,297
376,583
377,966
378,408
379,115
380,829
381,689
382,602
383,857
384,304
385,112
386,311
387,922
388,495
389,865
390,945
391,519
392,569
393,808
394,439
395,896
396,854
397,455
398,629
399,611
400,56
401,542
402,89
403,853
404,238
405,113
406,46
407,501
408,889
409,699
410,496
411,981
412,180
413,85
414,374
415,480
416,631
417,222
418,801
419,40
420,42
421,546
422,339
423,105
424,654
425,915
426,921
427,523
428,509
429,294
430,425
431,588
432,893
433,55
434,110
435,176
436,177
437,986
438,640
439,254
440,976
441,301
442,810
443,187
444,609
445,928
446,894
447,999
448,595
449,317
450,841
451,20
452,200
453,991
454,288
455,8
456,807
457,610
458,680
459,100
460,184
461,248
462,87
463,194
464,668
465,563
466,351
467,37
468,226
469,153
470,636
471,487
472,313
473,688
474,415
475,293
476,197
477,979
478,913
479,977
480,267
481,470
482,116
483,19
484,512
485,382
486,502
487,149
488,567
489,692
490,895
491,938
492,90
493,464
494,421
495,230
496,343
497,653
498,217
499,454
500,346
501,84
502,266
503,224
504,418
505,599
506,971
507,75
508,594
509,143
510,948
511,359
512,643
513,108
514,322
515,43
516,679
517,697
518,412
519,638
520,124
521,875
522,590
523,700
524,235
525,856
526,34
527,964
528,968
529,849
530,416
531,885
532,836
533,650
534,534
535,623
536,616
537,344
538,907
539,984
540,367
541,497
542,659
543,992
544,427
545,139
546,327
547,887
548,379
549,931
550,278
551,250
552,672
553,10
554,955
555,175
556,310
557,279
558,29
559,946
560,580
561,213
562,598
563,355
564,521
565,863
566,982
567,936
568,323
569,987
570,156
571,202
572,489
573,68
574,255
575,21
576,864
577,468
578,318
579,909
580,993
581,926
582,881
583,843
584,52
585,456
586,239
587,405
588,494
589,161
590,145
591,503
592,295
593,645
594,600
595,48
596,827
597,2
598,603
599,371
600,221
601,537
602,446
603,511
604,92
605,11
606,539
607,169
608,7
609,644
610,648
611,79
612,227
613,897
614,919
615,564
616,362
617,591
618,148
619,560
620,118
621,183
622,436
623,666
624,155
625,575
626,292
627,38
628,206
629,30
630,151
631,965
632,522
633,335
634,215
635,373
636,549
637,32
638,262
639,465
640,157
641,390
642,998
643,369
644,587
645,817
646,391
647,847
648,276
649,315
650,488
651,74
652,3
653,41
654,285
655,163
656,24
657,997
658,160
659,186
660,670
661,275
662,272
663,125
664,811
665,848
666,247
667,109
668,565
669,682
670,533
671,862
672,492
673,960
674,568
675,384
676,994
677,27
