,0
0,547
1,502
2,456
3,7
4,191
5,883
6,245
7,667
8,884
9,201
10,852
11,371
12,701
13,137
14,43
15,878
16,314
17,726
18,492
19,869
20,329
21,620
22,895
23,681
24,834
25,395
26,423
27,590
28,815
29,303
30,535
31,661
32,296
33,607
34,562
35,47
36,693
37,622
38,446
39,689
40,300
41,171
42,660
43,749
44,394
45,488
46,57
47,694
48,894
49,599
50,21
51,880
52,618
53,121
54,172
55,665
56,471
57,25
58,464
59,167
60,339
61,458
62,316
63,892
64,793
65,445
66,89
67,772
68,70
69,393
70,398
71,114
72,287
73,475
74,460
75,457
76,289
77,433
78,628
79,836
80,776
81,515
82,206
83,269
84,263
85,584
86,404
87,849
88,196
89,443
90,745
91,750
92,619
93,738
94,493
95,510
96,188
97,274
98,655
99,5
100,260
101,84
102,591
103,780
104,826
105,616
106,487
107,39
108,593
109,601
110,716
111,253
112,175
113,46
114,609
115,233
116,818
117,723
118,60
119,108
120,798
121,277
122,219
123,787
124,411
125,461
126,226
127,305
128,292
129,680
130,170
131,306
132,331
133,387
134,2
135,585
136,604
137,193
138,147
139,722
140,312
141,589
142,682
143,310
144,479
145,811
146,80
147,273
148,129
149,286
150,220
151,419
152,580
153,317
154,468
155,49
156,588
157,498
158,410
159,600
160,472
161,437
162,81
163,440
164,855
165,677
166,428
167,359
168,881
169,301
170,234
171,480
172,186
173,45
174,192
175,73
176,442
177,513
178,497
179,179
180,391
181,431
182,565
183,177
184,244
185,523
186,78
187,250
188,166
189,877
190,864
191,384
192,12
193,85
194,564
195,182
196,199
197,403
198,533
199,675
200,66
201,744
202,336
203,718
204,34
205,247
206,763
207,294
208,425
209,797
210,755
211,748
212,104
213,760
214,261
215,465
216,504
217,707
218,796
219,835
220,719
221,139
222,866
223,385
224,496
225,617
226,229
227,363
228,551
229,304
230,870
231,794
232,606
233,833
234,369
235,360
236,72
237,418
238,58
239,732
240,195
241,486
242,570
243,792
244,118
245,20
246,402
247,820
248,736
249,477
250,315
251,103
252,560
253,647
254,872
255,159
256,633
257,595
258,859
259,527
260,899
261,557
262,38
263,309
264,290
265,187
266,299
267,52
268,673
269,554
270,30
271,248
272,217
273,421
274,242
275,249
276,311
277,545
278,90
279,482
280,495
281,761
282,830
283,392
284,313
285,829
286,734
287,737
288,775
289,556
290,448
291,611
292,400
293,67
294,519
295,641
296,144
297,691
298,846
299,364
300,757
301,840
302,650
303,897
304,288
305,807
306,578
307,397
308,827
309,657
310,203
311,841
312,879
313,154
314,507
315,113
316,857
317,22
318,207
319,596
320,847
321,116
