,0
0,120
1,451
2,477
3,612
4,252
5,923
6,609
7,311
8,192
9,818
10,865
11,222
12,240
13,200
14,291
15,292
16,979
17,578
18,807
19,282
20,689
21,178
22,323
23,627
24,422
25,267
26,738
27,934
28,340
29,502
30,244
31,285
32,833
33,885
34,959
35,640
36,586
37,329
38,532
39,255
40,995
41,145
42,229
43,670
44,472
45,457
46,562
47,746
48,643
49,822
50,363
51,316
52,582
53,469
54,277
55,985
56,473
57,172
58,481
59,815
60,183
61,928
62,950
63,597
64,641
65,602
66,957
67,581
68,860
69,613
70,986
71,792
72,513
73,374
74,218
75,827
76,548
77,591
78,553
79,308
80,387
81,278
82,747
83,509
84,207
85,501
86,194
87,199
88,322
89,660
90,271
91,299
92,900
93,575
94,849
95,397
96,552
97,211
98,327
99,698
100,610
101,753
102,420
103,419
104,901
105,375
106,836
107,854
108,432
109,569
110,279
111,503
112,663
113,209
114,478
115,819
116,522
117,352
118,560
119,751
120,911
121,108
122,797
123,169
124,593
125,452
126,493
127,826
128,657
129,755
130,871
131,219
132,431
133,350
134,647
135,898
136,908
137,467
138,198
139,542
140,587
141,232
142,303
143,858
144,354
145,722
146,406
147,361
148,404
149,866
150,770
151,237
152,935
153,938
154,499
155,675
156,510
157,951
158,799
159,638
160,269
161,106
162,809
163,188
164,736
165,637
166,384
167,129
168,181
169,136
170,566
171,463
172,196
173,140
174,584
175,848
176,989
177,654
178,645
179,998
180,161
181,466
182,721
183,720
184,248
185,456
186,988
187,402
188,725
189,568
190,684
191,262
192,664
193,475
194,939
195,534
196,794
197,449
198,767
199,496
200,713
201,595
202,828
203,393
204,367
205,862
206,544
207,603
208,650
209,884
210,729
211,369
212,293
213,398
214,312
215,573
216,768
217,583
218,840
219,317
220,555
221,479
222,309
223,486
224,275
225,906
226,614
227,163
228,752
229,306
230,179
231,571
232,611
233,803
234,116
235,703
236,380
237,968
238,802
239,492
240,167
241,176
242,662
243,389
244,462
245,930
246,580
247,474
248,965
249,943
250,541
251,381
252,626
253,191
254,238
255,554
256,621
257,332
258,864
259,565
260,383
261,318
262,907
263,992
264,668
265,742
266,892
267,177
268,805
269,895
270,629
271,695
272,701
273,932
274,365
275,661
276,628
277,576
278,969
279,445
280,283
281,731
282,190
283,980
284,217
285,750
286,912
287,154
288,786
289,266
290,785
291,734
292,806
293,579
294,373
295,902
296,572
297,919
298,787
299,333
300,138
301,221
302,407
303,530
304,289
305,321
306,139
307,812
308,225
309,360
310,793
311,319
312,758
313,391
314,841
315,425
316,981
317,691
318,208
319,896
320,259
321,450
322,377
323,480
324,600
325,426
326,877
327,296
328,702
329,748
330,853
331,630
332,119
333,961
334,652
335,733
336,331
337,656
338,102
339,302
340,533
341,212
342,955
343,127
344,170
345,226
346,409
347,455
348,615
349,879
350,798
351,976
352,967
353,280
354,543
355,635
356,937
357,215
358,460
359,761
360,346
361,148
362,783
363,152
364,453
365,484
366,784
367,247
368,953
369,195
370,710
371,659
372,856
373,288
374,524
375,743
376,126
377,756
378,994
379,400
380,224
381,791
382,276
383,940
384,142
385,527
386,471
387,141
388,382
389,442
390,307
391,619
392,918
393,385
394,740
395,551
396,847
397,692
398,372
399,699
400,414
401,671
402,297
403,243
404,633
405,801
406,810
407,158
408,338
409,944
410,489
411,990
412,528
