,0
0,680
1,45
2,338
3,987
4,122
5,239
6,268
7,698
8,875
9,551
10,293
11,249
12,171
13,760
14,219
15,238
16,350
17,545
18,878
19,670
20,107
21,311
22,765
23,3
24,727
25,183
26,390
27,81
28,330
29,796
30,222
31,667
32,736
33,385
34,309
35,740
36,895
37,352
38,598
39,102
40,74
41,399
42,95
43,377
44,908
45,704
46,587
47,898
48,788
49,770
50,950
51,562
52,909
53,799
54,83
55,557
56,154
57,304
58,879
59,580
60,514
61,317
62,795
63,506
64,19
65,244
66,540
67,976
68,714
69,943
70,9
71,36
72,511
73,384
74,655
75,343
76,177
77,530
78,32
79,709
80,361
81,28
82,392
83,7
84,953
85,283
86,246
87,884
88,938
89,622
90,525
91,552
92,100
93,142
94,804
95,613
96,820
97,10
98,959
99,123
100,299
101,657
102,575
103,913
104,753
105,739
106,318
107,701
108,508
109,378
110,375
111,291
112,364
113,652
114,728
115,5
116,824
117,130
118,773
119,832
120,572
121,90
122,120
123,730
124,885
125,396
126,639
127,700
128,261
129,512
130,690
131,836
132,373
133,358
134,211
135,936
136,749
137,119
138,769
139,48
140,710
141,273
142,930
143,695
144,956
145,888
146,242
147,277
148,902
149,314
150,292
151,248
152,194
153,133
154,997
155,833
156,265
157,522
158,741
159,675
160,797
161,893
162,13
163,260
164,815
165,51
166,862
167,12
168,157
169,707
170,708
171,226
172,735
173,841
174,718
175,55
176,978
177,57
178,665
179,225
180,400
181,288
182,847
183,529
184,182
185,345
186,50
187,79
188,986
189,544
190,689
191,835
192,763
193,607
194,620
195,308
196,548
197,571
198,54
199,134
200,738
201,266
202,821
203,94
204,917
205,823
206,33
207,332
208,970
209,91
210,779
211,647
212,316
213,151
214,932
215,533
216,609
217,200
218,321
219,890
220,209
221,339
222,146
223,369
224,29
225,333
226,593
227,962
228,940
229,801
230,21
231,234
232,617
233,518
234,270
235,696
236,899
237,840
238,790
239,15
240,1
241,188
242,839
243,586
244,574
245,955
246,84
247,668
248,271
249,360
250,843
251,852
252,181
253,920
254,340
255,751
256,929
257,640
258,231
259,889
260,939
261,537
262,954
263,746
264,349
265,191
266,900
267,921
268,792
269,141
270,502
271,818
272,590
273,337
274,602
275,694
276,179
277,203
278,172
279,187
280,822
281,967
282,612
283,599
284,59
285,121
286,827
287,150
288,683
289,558
290,372
291,767
292,505
293,196
294,223
295,771
296,185
297,159
298,342
299,85
300,744
301,27
302,259
303,66
304,669
305,605
306,850
307,528
308,583
309,654
310,175
311,914
312,971
313,650
314,313
315,198
316,42
317,805
318,145
319,73
320,69
321,636
322,287
323,286
324,637
325,8
326,354
327,819
328,509
329,649
330,251
331,82
332,124
333,161
334,912
335,772
336,825
337,948
338,975
339,374
340,615
341,651
342,725
343,97
344,387
345,828
346,186
347,777
348,868
349,68
350,22
351,34
352,880
353,173
354,621
355,243
356,207
357,386
358,600
359,756
360,781
361,138
362,323
363,549
364,363
365,31
366,256
367,53
368,996
369,784
370,748
371,903
372,221
373,786
374,807
375,168
376,806
377,213
378,848
379,720
380,856
381,519
382,979
383,629
384,663
385,861
386,353
387,923
388,381
389,623
390,156
391,935
392,886
393,319
394,16
395,63
396,132
397,382
398,662
399,108
400,214
401,75
402,966
403,941
404,398
405,582
406,993
407,160
408,601
409,863
410,210
411,648
412,860
413,919
414,290
415,60
416,834
417,143
418,329
419,672
420,379
421,170
422,677
423,937
424,26
425,101
426,854
427,126
428,89
429,681
430,39
431,755
432,944
433,734
434,237
435,634
436,721
437,127
438,924
439,383
440,526
441,916
442,594
443,262
444,125
445,88
446,870
447,228
448,37
449,70
450,625
451,98
452,178
453,592
454,11
455,780
456,673
457,845
458,389
459,988
460,279
461,216
462,618
463,774
464,798
465,553
466,516
467,883
468,591
469,604
470,926
471,684
472,961
473,152
474,678
475,184
476,783
477,626
478,40
479,775
480,717
481,829
482,136
483,866
484,303
485,794
486,43
487,606
488,719
489,999
490,362
491,113
492,745
493,348
494,901
495,731
496,787
497,726
498,699
499,336
500,559
501,596
502,679
503,855
504,4
505,554
506,25
507,576
508,808
509,803
510,253
511,52
512,933
513,162
514,176
515,758
516,47
517,595
518,335
519,969
520,282
521,603
522,624
523,778
524,906
525,989
526,278
527,78
528,837
529,894
530,702
531,24
532,165
533,137
534,716
535,2
536,951
537,255
538,166
539,811
540,351
541,706
542,376
543,92
544,86
545,325
546,167
547,247
548,17
549,922
550,761
551,235
552,96
553,610
554,128
555,724
556,284
557,842
558,614
559,754
560,294
561,334
562,984
563,77
564,686
565,220
566,859
567,945
568,927
569,687
570,952
571,660
572,638
573,232
574,742
575,643
576,258
577,931
578,391
579,310
580,76
581,322
582,285
583,347
584,14
585,169
586,139
587,768
588,324
589,585
590,872
591,20
592,715
593,355
594,830
595,897
596,58
597,991
598,65
599,608
600,974
601,844
602,566
603,535
604,67
605,963
606,630
607,547
608,201
609,229
610,560
611,149
612,306
613,320
614,87
615,359
616,867
617,158
618,147
619,722
620,521
621,882
622,543
623,664
624,104
625,905
626,925
627,215
628,520
629,507
630,743
631,523
632,723
633,816
634,915
635,785
636,326
637,269
638,980
639,676
640,180
641,661
642,597
643,41
644,865
645,298
646,737
647,367
648,117
649,965
650,114
651,631
652,357
653,853
654,532
655,129
656,245
657,6
658,733
659,346
660,671
661,527
662,49
663,281
664,793
665,56
666,274
667,202
668,584
669,236
670,227
671,297
672,280
673,910
674,174
675,190
676,858
677,18
678,873
679,205
680,275
681,250
682,705
683,688
684,851
685,301
686,871
687,838
688,567
689,644
690,995
691,645
692,972
693,110
694,289
695,517
696,272
697,990
698,542
699,44
700,510
701,539
702,946
703,892
704,896
705,729
706,876
707,973
708,712
709,80
710,958
711,531
712,846
713,240
714,118
715,300
716,199
717,356
718,252
719,568
720,302
721,550
722,395
723,810
724,911
725,206
726,64
727,960
728,813
729,907
730,111
731,881
732,747
733,393
734,928
735,646
736,658
737,697
738,115
739,633
740,977
741,994
742,380
743,394
744,569
745,524
746,35
747,503
748,957
749,887
750,752
751,759
752,212
753,802
754,682
755,99
756,264
757,72
758,23
759,611
760,934
761,814
762,536
763,93
764,641
765,579
766,263
767,312
768,534
769,685
770,750
771,565
772,62
773,341
774,189
775,711
776,46
777,581
778,964
779,140
780,106
781,153
782,112
783,328
784,800
785,501
786,949
787,732
788,561
789,564
790,197
791,674
792,295
793,869
794,764
795,148
796,789
797,195
798,315
799,344
800,857
801,642
802,217
803,809
804,366
805,257
806,757
807,942
808,513
